Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
350,Chris Mepham,wls WAL,DF,Bournemouth,25,1997,10,6,617,6.9,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4,25,1,0,0.15,0.15,0,0.15,0.01,0.06,0.07,0.01,0.07,Matches
351,Lewis Miley,eng ENG,MF,Newcastle Utd,17,2006,17,14,"1,202",13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.7,2.9,14,53,54,0.07,0.22,0.3,0.07,0.3,0.09,0.13,0.22,0.09,0.22,Matches
352,James Milner,eng ENG,"DF,MF",Brighton,37,1986,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2,11,69,73,0,0.23,0.23,0,0.23,0.03,0.21,0.24,0.03,0.24,Matches
353,Tyrone Mings,eng ENG,DF,Aston Villa,30,1993,1,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,Matches
354,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,23,1999,37,37,"3,204",35.6,2,3,5,2,0,0,6,0,1.6,1.6,2.8,4.4,32,94,159,0.06,0.08,0.14,0.06,0.14,0.04,0.08,0.12,0.04,0.12,Matches
355,Kaoru Mitoma,jp JPN,FW,Brighton,26,1997,19,15,"1,486",16.5,3,4,7,3,0,0,4,0,3.5,3.5,2.7,6.2,121,64,239,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,Matches
356,Aleksandar Mitrović,rs SRB,FW,Fulham,28,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
357,Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,17,6,618,6.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.3,10,23,26,0,0,0,0,0,0.08,0.11,0.2,0.08,0.2,Matches
358,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,14,8,801,8.9,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.5,10,28,32,0,0.22,0.22,0,0.22,0.01,0.15,0.17,0.01,0.17,Matches
359,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,30,1992,8,0,108,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2,4,15,0.83,0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,Matches
360,Mikey Moore,eng ENG,MF,Tottenham,15,2007,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,Matches
361,Álex Moreno,es ESP,DF,Aston Villa,30,1993,21,11,"1,031",11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0,0.17,0.17,0.17,0.1,0.1,0.2,0.1,0.2,Matches
362,Carlton Morris,eng ENG,"FW,MF",Luton Town,27,1995,38,32,"2,862",31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,Matches
363,Mason Mount,eng ENG,"MF,FW",Manchester Utd,24,1999,14,5,516,5.7,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,9,21,34,0.17,0,0.17,0.17,0.17,0.07,0.06,0.13,0.07,0.13,Matches
364,Divin Mubama,eng ENG,FW,West Ham,18,2004,5,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,5,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
365,Mykhailo Mudryk,ua UKR,FW,Chelsea,22,2001,31,18,"1,576",17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92,45,139,0.29,0.11,0.4,0.29,0.4,0.25,0.23,0.48,0.25,0.48,Matches
366,Rodrigo Muniz,br BRA,FW,Fulham,22,2001,26,18,"1,593",17.7,9,1,10,9,0,0,1,0,8.7,8.7,2,10.7,8,19,76,0.51,0.06,0.56,0.51,0.56,0.49,0.12,0.61,0.49,0.61,Matches
367,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27,1996,16,16,"1,439",16,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25,38,80,0,0.25,0.25,0,0.25,0.08,0.15,0.23,0.08,0.23,Matches
368,Finley Munroe,eng ENG,MF,Aston Villa,18,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
369,Arijanet Muric,xk KVX,GK,Burnley,24,1998,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
370,Murillo,br BRA,DF,Nott'ham Forest,21,2002,32,32,"2,789",31,0,2,2,0,0,0,5,0,1.8,1.8,1.2,3,22,89,7,0,0.06,0.06,0,0.06,0.06,0.04,0.1,0.06,0.1,Matches
371,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,19,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,28,1995,21,14,"1,189",13.2,3,7,10,3,0,0,1,0,2.1,2.1,5,7.1,33,52,113,0.23,0.53,0.76,0.23,0.76,0.16,0.37,0.54,0.16,0.54,Matches
373,Vitaliy Mykolenko,ua UKR,DF,Everton,24,1999,28,28,"2,469",27.4,2,0,2,2,0,0,1,0,1.5,1.5,0.9,2.4,14,55,68,0.07,0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches
374,Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,13,13,"1,130",12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1,36,5,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05,Matches
375,Michael Ndiweni,eng ENG,FW,Newcastle Utd,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
376,Reiss Nelson,eng ENG,FW,Arsenal,23,1999,15,1,268,3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9,5,26,0,0,0,0,0,0.07,0.2,0.27,0.07,0.27,Matches
377,Zack Nelson,eng ENG,"MF,DF",Luton Town,18,2004,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Neto,br BRA,GK,Bournemouth,34,1989,32,32,"2,880",32,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
379,Pedro Neto,pt POR,"FW,MF",Wolves,23,2000,20,18,"1,516",16.8,2,9,11,2,0,0,4,0,3.5,3.5,4.4,7.9,98,54,149,0.12,0.53,0.65,0.12,0.65,0.21,0.26,0.47,0.21,0.47,Matches
380,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27,1996,21,15,"1,460",16.2,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,13,39,6,0.06,0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches
381,Eddie Nketiah,eng ENG,FW,Arsenal,24,1999,27,10,"1,082",12,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22,20,77,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Matches
382,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,25,1997,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10,19,35,0.61,0,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52,Matches
383,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,24,1999,5,2,110,1.2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
384,Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,27,16,"1,440",16,1,0,1,0,1,1,8,0,1.1,0.3,0.6,0.9,3,73,10,0.06,0,0.06,0,0,0.07,0.04,0.11,0.02,0.06,Matches
385,Matheus Nunes,pt POR,MF,Wolves,24,1998,2,2,179,2,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,Matches
386,Matheus Nunes,pt POR,MF,Manchester City,24,1998,17,7,661,7.3,0,2,2,0,0,0,0,0,0.8,0.8,1.1,2,28,34,58,0,0.27,0.27,0,0.27,0.11,0.15,0.27,0.11,0.27,Matches
387,Darwin Núñez,uy URU,FW,Liverpool,24,1999,36,22,"2,047",22.7,11,8,19,11,0,1,9,0,16.3,15.5,6,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,Matches
388,Ethan Nwaneri,eng ENG,FW,Arsenal,16,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
389,Christian Nørgaard,dk DEN,MF,Brentford,29,1994,31,30,"2,505",27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,15,161,42,0.07,0.04,0.11,0.07,0.11,0.12,0.07,0.19,0.12,0.19,Matches
390,Mark O'Mahony,ie IRL,FW,Brighton,18,2005,3,1,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
391,Dara O'Shea,ie IRL,DF,Burnley,24,1999,33,32,"2,892",32.1,3,4,7,3,0,0,5,1,0.7,0.7,2,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,Matches
392,Michael Obafemi,ie IRL,"FW,MF",Burnley,23,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
393,Wilson Odobert,fr FRA,"MF,FW",Burnley,18,2004,29,25,"2,098",23.3,3,2,5,3,0,0,3,0,2.8,2.8,3.3,6.1,102,58,123,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,Matches
394,Odeluga Offiah,eng ENG,DF,Brighton,20,2002,4,1,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,Matches
395,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26,1997,30,20,"1,995",22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,127,53,150,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,Matches
396,Angelo Ogbonna,it ITA,DF,West Ham,35,1988,11,7,635,7.1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
397,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19,2004,8,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,10,4,17,0,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
398,Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,19,14,"1,275",14.2,10,6,16,9,1,1,0,0,5.5,4.7,5.8,10.5,68,78,134,0.71,0.42,1.13,0.64,1.06,0.39,0.41,0.8,0.33,0.74,Matches
399,Robin Olsen,se SWE,GK,Aston Villa,33,1990,5,4,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21,2002,11,8,783,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,8,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
401,Amadou Onana,be BEL,MF,Everton,21,2001,30,23,"2,091",23.2,2,0,2,2,0,0,5,0,2,2,2.7,4.7,21,107,39,0.09,0,0.09,0.09,0.09,0.09,0.11,0.2,0.09,0.2,Matches
402,André Onana,cm CMR,GK,Manchester Utd,27,1996,38,38,"3,420",38,0,0,0,0,0,0,5,0,0,0,0.1,0.1,1,5,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Ryan One,sct SCO,FW,Sheffield Utd,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Tyler Onyango,eng ENG,MF,Everton,20,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,26,1996,8,4,407,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,6,21,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
406,Frank Onyeka,ng NGA,MF,Brentford,25,1998,26,11,"1,161",12.9,1,2,3,1,0,0,8,0,2.2,2.2,1.8,4,17,33,39,0.08,0.16,0.23,0.08,0.23,0.17,0.14,0.31,0.17,0.31,Matches
407,Divock Origi,be BEL,FW,Nott'ham Forest,28,1995,20,6,606,6.7,0,1,1,0,0,0,1,0,1.4,1.4,2.1,3.5,19,14,41,0,0.15,0.15,0,0.15,0.21,0.31,0.51,0.21,0.51,Matches
408,Stefan Ortega,de GER,GK,Manchester City,30,1992,9,5,635,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,28,1994,24,14,"1,367",15.2,0,2,2,0,0,0,3,0,0.2,0.2,0.9,1.1,16,55,44,0,0.13,0.13,0,0.13,0.01,0.06,0.07,0.01,0.07,Matches
410,Gabriel Osho,ng NGA,DF,Luton Town,24,1998,21,21,"1,846",20.5,2,0,2,2,0,0,3,0,1.1,1.1,0.1,1.2,10,37,4,0.1,0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,Matches
411,William Osula,dk DEN,FW,Sheffield Utd,19,2003,21,9,786,8.7,0,0,0,0,0,0,4,0,1.6,1.6,0.1,1.7,7,2,41,0,0,0,0,0,0.19,0.01,0.2,0.19,0.2,Matches
412,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,21,2002,30,12,"1,229",13.7,1,2,3,1,0,0,3,0,2.6,2.6,1.5,4.1,47,35,90,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.3,0.19,0.3,Matches
413,David Ozoh,eng ENG,"MF,DF",Crystal Palace,18,2005,9,0,156,1.7,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,Matches
414,João Palhinha,pt POR,MF,Fulham,28,1995,33,31,"2,699",30,4,1,5,4,0,0,13,0,3.3,3.3,0.8,4.1,8,97,14,0.13,0.03,0.17,0.13,0.17,0.11,0.03,0.14,0.11,0.14,Matches
415,Cole Palmer,eng ENG,"FW,MF",Chelsea,21,2002,33,29,"2,607",29,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77,Matches
416,Cole Palmer,eng ENG,MF,Manchester City,21,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Emerson Palmieri,it ITA,DF,West Ham,28,1994,36,35,"3,137",34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59,125,124,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,Matches
418,Lucas Paquetá,br BRA,"FW,MF",West Ham,25,1997,31,31,"2,622",29.1,4,6,10,2,2,2,10,0,5.4,3.8,5.4,9.2,34,187,116,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,Matches
419,Ben Parkinson,eng ENG,FW,Newcastle Utd,18,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Thomas Partey,gh GHA,"MF,DF",Arsenal,30,1993,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15,72,10,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
421,Nathan Patterson,sct SCO,DF,Everton,21,2001,20,9,"1,005",11.2,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2,17,38,39,0,0.18,0.18,0,0.18,0.03,0.15,0.18,0.03,0.18,Matches
422,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,20,2002,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
423,Sydie Peck,eng ENG,MF,Sheffield Utd,18,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21,2001,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0,0.52,0.52,0,0.52,0.38,0.05,0.43,0.38,0.43,Matches
425,Andreas Pereira,br BRA,MF,Fulham,27,1996,37,34,"2,613",29,3,7,10,3,0,0,6,0,4.6,4.6,7.1,11.7,56,138,125,0.1,0.24,0.34,0.1,0.34,0.16,0.24,0.4,0.16,0.4,Matches
426,Ivan Perišić,hr CRO,FW,Tottenham,34,1989,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,15,9,17,0,0.87,0.87,0,0.87,0.1,0.75,0.85,0.1,0.85,Matches
427,Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,23,22,"1,987",22.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Kalvin Phillips,eng ENG,MF,West Ham,27,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,3,19,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
429,Kalvin Phillips,eng ENG,MF,Manchester City,27,1995,4,0,93,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,7,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
430,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,21,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches
431,Jordan Pickford,eng ENG,GK,Everton,29,1994,38,38,"3,420",38,0,0,0,0,0,0,5,0,0,0,0.1,0.1,1,6,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Ethan Pinnock,jm JAM,DF,Brentford,30,1993,29,28,"2,521",28,2,0,2,2,0,0,1,0,2,2,1,3,11,61,16,0.07,0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,Matches
433,Nick Pope,eng ENG,GK,Newcastle Utd,31,1992,15,15,"1,345",14.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Pedro Porro,es ESP,DF,Tottenham,23,1999,35,35,"3,089",34.3,3,7,10,3,0,0,3,0,2.9,2.9,7.2,10.1,57,194,158,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,Matches
435,Jarell Quansah,eng ENG,DF,Liverpool,20,2003,17,13,"1,190",13.2,2,0,2,2,0,0,1,0,1,1,0.1,1.1,13,67,1,0.15,0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,Matches
436,Ionuț Radu,ro ROU,GK,Bournemouth,26,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,20,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0,0,0,0,0,0.28,0.1,0.38,0.28,0.38,Matches
438,Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Aaron Ramsey,eng ENG,"MF,FW",Burnley,20,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,Matches
440,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,22,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,Matches
441,Marcus Rashford,eng ENG,FW,Manchester Utd,25,1997,33,26,"2,271",25.2,7,2,9,5,2,2,2,0,7.3,5.8,2.3,8.1,95,65,184,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32,Matches
442,David Raya,es ESP,GK,Arsenal,27,1995,32,32,"2,880",32,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Tim Ream,us USA,DF,Fulham,35,1987,18,17,"1,503",16.7,1,0,1,1,0,0,4,1,1,1,0,1,11,65,3,0.06,0,0.06,0.06,0.06,0.06,0,0.06,0.06,0.06,Matches
444,Nathan Redmond,eng ENG,"FW,MF",Burnley,29,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,7,8,22,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
445,Harrison Reed,eng ENG,MF,Fulham,28,1995,27,15,"1,325",14.7,0,2,2,0,0,0,6,0,0.3,0.3,1.1,1.4,10,56,40,0,0.14,0.14,0,0.14,0.02,0.07,0.09,0.02,0.09,Matches
446,Sergio Reguilón,es ESP,DF,Manchester Utd,26,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11,27,38,0,0,0,0,0,0.04,0.16,0.2,0.04,0.2,Matches
447,Sergio Reguilón,es ESP,DF,Brentford,26,1996,16,14,"1,118",12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34,38,40,0,0.32,0.32,0,0.32,0.06,0.23,0.29,0.06,0.29,Matches
448,Bobby Reid,jm JAM,FW,Fulham,30,1993,33,17,"1,423",15.8,6,2,8,6,0,0,4,0,4.6,4.6,1.8,6.4,35,47,95,0.38,0.13,0.51,0.38,0.51,0.28,0.11,0.4,0.28,0.4,Matches
449,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,20,2002,9,2,235,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,3,12,14,0,0.38,0.38,0,0.38,0.11,0.18,0.29,0.11,0.29,Matches
450,Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,18,2005,4,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,Matches
451,Declan Rice,eng ENG,MF,Arsenal,24,1999,38,37,"3,225",35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,Matches
452,Chris Richards,us USA,"DF,MF",Crystal Palace,23,2000,26,23,"2,094",23.3,1,1,2,1,0,0,3,0,0.6,0.6,0.4,1,1,43,1,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.04,0.03,0.04,Matches
453,Richarlison,br BRA,FW,Tottenham,26,1997,28,18,"1,491",16.6,11,4,15,11,0,0,3,0,9.6,9.6,2.1,11.7,26,38,106,0.66,0.24,0.91,0.66,0.91,0.58,0.13,0.7,0.58,0.7,Matches
454,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,26,1996,9,2,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
455,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33,1989,13,0,128,1.4,1,0,1,1,0,0,1,0,1,1,0,1,5,8,13,0.7,0,0.7,0.7,0.7,0.68,0,0.68,0.68,0.68,Matches
456,Connor Roberts,wls WAL,DF,Burnley,27,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0,0,0.2,0.2,6,38,13,0,0.11,0.11,0,0.11,0,0.02,0.02,0,0.02,Matches
457,Andrew Robertson,sct SCO,DF,Liverpool,29,1994,23,18,"1,693",18.8,3,2,5,3,0,0,2,0,1.9,1.9,5.4,7.3,63,140,130,0.16,0.11,0.27,0.16,0.27,0.1,0.29,0.39,0.1,0.39,Matches
458,Antonee Robinson,us USA,DF,Fulham,25,1997,37,37,"3,265",36.3,0,6,6,0,0,0,6,0,0.7,0.7,4.2,4.8,99,129,194,0,0.17,0.17,0,0.17,0.02,0.11,0.13,0.02,0.13,Matches
459,Jack Robinson,eng ENG,DF,Sheffield Utd,29,1993,34,31,"2,885",32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,8,63,14,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches
460,Rodri,es ESP,MF,Manchester City,27,1996,34,34,"2,931",32.6,8,9,17,8,0,0,8,1,4.1,4.1,3.9,8,76,376,55,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,Matches
461,Jay Rodriguez,eng ENG,FW,Burnley,34,1989,21,7,822,9.1,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,2,17,28,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,Matches
462,Mads Roerslev,dk DEN,DF,Brentford,24,1999,34,22,"1,985",22.1,1,2,3,1,0,0,1,0,0.9,0.9,1.8,2.7,18,43,90,0.05,0.09,0.14,0.05,0.14,0.04,0.08,0.12,0.04,0.12,Matches
463,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21,2002,11,8,638,7.1,3,1,4,3,0,0,3,0,1.4,1.4,0.6,2,22,28,30,0.42,0.14,0.56,0.42,0.56,0.19,0.09,0.28,0.19,0.28,Matches
464,Cristian Romero,ar ARG,DF,Tottenham,25,1998,33,33,"2,790",31,5,0,5,5,0,0,7,1,3.5,3.5,0.4,3.9,32,179,8,0.16,0,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,Matches
465,Joe Rothwell,eng ENG,MF,Bournemouth,28,1995,11,3,386,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
466,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30,1993,27,11,"1,101",12.2,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,10,34,15,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,Matches
467,José Sá,pt POR,GK,Wolves,30,1993,35,35,"3,037",33.7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0,0,0,Matches
468,Dominic Sadi,eng ENG,FW,Bournemouth,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Bukayo Saka,eng ENG,FW,Arsenal,21,2001,35,35,"2,919",32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,Matches
